week_ended,reflecting_week_end,fips_code,state_name,initial_claims,continued_claims,covered_employment,insured_unemployment_rate,
5/18/1991,5/11/1991,04000US48,Texas,13805,128246,6717009,1.91,5/1/1991
5/11/1991,5/4/1991,04000US48,Texas,14129,131191,6717009,1.95,5/1/1991
5/4/1991,4/27/1991,04000US48,Texas,13347,130535,6717009,1.94,5/1/1991
4/27/1991,4/20/1991,04000US48,Texas,13910,136773,6717009,2.04,4/1/1991
4/20/1991,4/13/1991,04000US48,Texas,15738,132170,6717009,1.97,4/1/1991
4/13/1991,4/6/1991,04000US48,Texas,14622,134289,6717009,2,4/1/1991
4/6/1991,3/30/1991,04000US48,Texas,11788,139353,6717009,2.07,4/1/1991
3/30/1991,3/23/1991,04000US48,Texas,15344,139642,6717009,2.08,3/1/1991
3/23/1991,3/16/1991,04000US48,Texas,14403,145322,6648730,2.19,3/1/1991
3/16/1991,3/9/1991,04000US48,Texas,13843,145764,6648730,2.19,3/1/1991
3/9/1991,3/2/1991,04000US48,Texas,14807,146660,6648730,2.21,3/1/1991
3/2/1991,2/23/1991,04000US48,Texas,14043,141759,6648730,2.13,3/1/1991
2/23/1991,2/16/1991,04000US48,Texas,15976,157858,6648730,2.37,2/1/1991
2/16/1991,2/9/1991,04000US48,Texas,16723,140780,6648730,2.12,2/1/1991
2/9/1991,2/2/1991,04000US48,Texas,18674,147103,6648730,2.21,2/1/1991
2/2/1991,1/26/1991,04000US48,Texas,18052,140432,6648730,2.11,2/1/1991
1/26/1991,1/19/1991,04000US48,Texas,19418,137300,6648730,2.07,1/1/1991
1/19/1991,1/12/1991,04000US48,Texas,24492,145766,6648730,2.19,1/1/1991
1/12/1991,1/5/1991,04000US48,Texas,22051,122526,6648730,1.84,1/1/1991
1/5/1991,12/29/1990,04000US48,Texas,11782,140676,6648730,2.12,1/1/1991
12/29/1990,12/22/1990,04000US48,Texas,11082,110317,6648730,1.66,12/1/1990
12/22/1990,12/15/1990,04000US48,Texas,18562,125506,6590641,1.9,12/1/1990
12/15/1990,12/8/1990,04000US48,Texas,17432,123718,6590641,1.88,12/1/1990
12/8/1990,12/1/1990,04000US48,Texas,18412,119185,6590641,1.81,12/1/1990
12/1/1990,11/24/1990,04000US48,Texas,15546,107196,6590641,1.63,12/1/1990
11/24/1990,11/17/1990,04000US48,Texas,14866,124970,6590641,1.9,11/1/1990
11/17/1990,11/10/1990,04000US48,Texas,17371,107432,6590641,1.63,11/1/1990
11/10/1990,11/3/1990,04000US48,Texas,16283,106775,6590641,1.62,11/1/1990
11/3/1990,10/27/1990,04000US48,Texas,14796,109365,6590641,1.66,11/1/1990
10/27/1990,10/20/1990,04000US48,Texas,16097,103379,6590641,1.57,10/1/1990
10/20/1990,10/13/1990,04000US48,Texas,15693,101138,6590641,1.53,10/1/1990
10/13/1990,10/6/1990,04000US48,Texas,14376,94932,6590641,1.44,10/1/1990
10/6/1990,9/29/1990,04000US48,Texas,13159,96840,6590641,1.47,10/1/1990
9/29/1990,9/22/1990,04000US48,Texas,12704,99313,6590641,1.51,9/1/1990
9/22/1990,9/15/1990,04000US48,Texas,12462,98997,6542726,1.51,9/1/1990
9/15/1990,9/8/1990,04000US48,Texas,12458,95199,6542726,1.46,9/1/1990
9/8/1990,9/1/1990,04000US48,Texas,12049,101092,6542726,1.55,9/1/1990
9/1/1990,8/25/1990,04000US48,Texas,11841,102302,6542726,1.56,9/1/1990
8/25/1990,8/18/1990,04000US48,Texas,12683,99291,6542726,1.52,8/1/1990
8/18/1990,8/11/1990,04000US48,Texas,12384,103233,6542726,1.58,8/1/1990
8/11/1990,8/4/1990,04000US48,Texas,13804,98960,6542726,1.51,8/1/1990
8/4/1990,7/28/1990,04000US48,Texas,13393,102688,6542726,1.57,8/1/1990
7/28/1990,7/21/1990,04000US48,Texas,12638,100112,6542726,1.53,7/1/1990
7/21/1990,7/14/1990,04000US48,Texas,13703,102987,6542726,1.57,7/1/1990
7/14/1990,7/7/1990,04000US48,Texas,13145,96540,6542726,1.48,7/1/1990
7/7/1990,6/30/1990,04000US48,Texas,12663,101976,6542726,1.56,7/1/1990
6/30/1990,6/23/1990,04000US48,Texas,13041,99356,6542726,1.52,6/1/1990
6/23/1990,6/16/1990,04000US48,Texas,12177,101035,6498518,1.55,6/1/1990
6/16/1990,6/9/1990,04000US48,Texas,12952,99408,6498518,1.53,6/1/1990
6/9/1990,6/2/1990,04000US48,Texas,12152,91868,6498518,1.41,6/1/1990
6/2/1990,5/26/1990,04000US48,Texas,10539,110141,6498518,1.69,6/1/1990
5/26/1990,5/19/1990,04000US48,Texas,13176,101327,6498518,1.56,5/1/1990
5/19/1990,5/12/1990,04000US48,Texas,11529,107327,6498518,1.65,5/1/1990
5/12/1990,5/5/1990,04000US48,Texas,12262,104768,6498518,1.61,5/1/1990
5/5/1990,4/28/1990,04000US48,Texas,11655,107778,6498518,1.66,5/1/1990
4/28/1990,4/21/1990,04000US48,Texas,13033,108442,6498518,1.67,4/1/1990
4/21/1990,4/14/1990,04000US48,Texas,12018,113643,6498518,1.75,4/1/1990
4/14/1990,4/7/1990,04000US48,Texas,13640,111032,6498518,1.71,4/1/1990
4/7/1990,3/31/1990,04000US48,Texas,13153,116293,6498518,1.79,4/1/1990
3/31/1990,3/24/1990,04000US48,Texas,12749,123406,6498518,1.9,3/1/1990
3/24/1990,3/17/1990,04000US48,Texas,13951,127051,6464277,1.97,3/1/1990
3/17/1990,3/10/1990,04000US48,Texas,15531,127409,6464277,1.97,3/1/1990
3/10/1990,3/3/1990,04000US48,Texas,15189,132452,6464277,2.05,3/1/1990
3/3/1990,2/24/1990,04000US48,Texas,14469,122964,6464277,1.9,3/1/1990
2/24/1990,2/17/1990,04000US48,Texas,13824,142560,6464277,2.21,2/1/1990
2/17/1990,2/10/1990,04000US48,Texas,15738,125883,6464277,1.95,2/1/1990
2/10/1990,2/3/1990,04000US48,Texas,18883,136825,6464277,2.12,2/1/1990
2/3/1990,1/27/1990,04000US48,Texas,17507,134431,6464277,2.08,2/1/1990
1/27/1990,1/20/1990,04000US48,Texas,17739,137811,6464277,2.13,1/1/1990
1/20/1990,1/13/1990,04000US48,Texas,19937,130246,6464277,2.01,1/1/1990
1/13/1990,1/6/1990,04000US48,Texas,18406,112384,6464277,1.74,1/1/1990
1/6/1990,12/30/1989,04000US48,Texas,11870,123144,6423562,1.92,1/1/1990
12/30/1989,12/23/1989,04000US48,Texas,15718,117998,6423562,1.84,12/1/1989
12/23/1989,12/16/1989,04000US48,Texas,16655,115415,6423562,1.8,12/1/1989
12/16/1989,12/9/1989,04000US48,Texas,15977,117786,6423562,1.83,12/1/1989
12/9/1989,12/2/1989,04000US48,Texas,16645,112264,6423562,1.75,12/1/1989
12/2/1989,11/25/1989,04000US48,Texas,15356,110742,6423562,1.72,12/1/1989
11/25/1989,11/18/1989,04000US48,Texas,15351,107793,6423562,1.68,11/1/1989
11/18/1989,11/11/1989,04000US48,Texas,15604,107865,6423562,1.68,11/1/1989
11/11/1989,11/4/1989,04000US48,Texas,14887,101081,6423562,1.57,11/1/1989
11/4/1989,10/28/1989,04000US48,Texas,14172,102733,6423562,1.6,11/1/1989
10/28/1989,10/21/1989,04000US48,Texas,15154,99845,6423562,1.55,10/1/1989
10/21/1989,10/14/1989,04000US48,Texas,15819,102840,6423562,1.6,10/1/1989
10/14/1989,10/7/1989,04000US48,Texas,14139,95322,6423562,1.48,10/1/1989
10/7/1989,9/30/1989,04000US48,Texas,14274,97228,6423562,1.51,10/1/1989
9/30/1989,9/23/1989,04000US48,Texas,12643,99197,6423562,1.54,9/1/1989
9/23/1989,9/16/1989,04000US48,Texas,14172,95872,6379360,1.5,9/1/1989
9/16/1989,9/9/1989,04000US48,Texas,15253,103401,6379360,1.62,9/1/1989
9/9/1989,9/2/1989,04000US48,Texas,11035,88353,6379360,1.38,9/1/1989
9/2/1989,8/26/1989,04000US48,Texas,12900,98852,6379360,1.55,9/1/1989
8/26/1989,8/19/1989,04000US48,Texas,12164,96184,6379360,1.51,8/1/1989
8/19/1989,8/12/1989,04000US48,Texas,12463,99647,6379360,1.56,8/1/1989
8/12/1989,8/5/1989,04000US48,Texas,13178,99212,6379360,1.56,8/1/1989
8/5/1989,7/29/1989,04000US48,Texas,12575,104340,6379360,1.64,8/1/1989
7/29/1989,7/22/1989,04000US48,Texas,13705,98924,6379360,1.55,7/1/1989
7/22/1989,7/15/1989,04000US48,Texas,14896,103224,6379360,1.62,7/1/1989
7/15/1989,7/8/1989,04000US48,Texas,16031,104949,6379360,1.65,7/1/1989
7/8/1989,7/1/1989,04000US48,Texas,10425,86950,6379360,1.36,7/1/1989
7/1/1989,6/24/1989,04000US48,Texas,12206,96678,6379360,1.52,7/1/1989
6/24/1989,6/17/1989,04000US48,Texas,12532,97637,6332649,1.54,6/1/1989
6/17/1989,6/10/1989,04000US48,Texas,12965,93487,6332649,1.48,6/1/1989
6/10/1989,6/3/1989,04000US48,Texas,13329,101909,6332649,1.61,6/1/1989
6/3/1989,5/27/1989,04000US48,Texas,10498,92685,6332649,1.46,6/1/1989
5/27/1989,5/20/1989,04000US48,Texas,11703,99643,6332649,1.57,5/1/1989
5/20/1989,5/13/1989,04000US48,Texas,11824,99491,6332649,1.57,5/1/1989
5/13/1989,5/6/1989,04000US48,Texas,13898,110268,6332649,1.74,5/1/1989
5/6/1989,4/29/1989,04000US48,Texas,9421,94685,6332649,1.5,5/1/1989
4/29/1989,4/22/1989,04000US48,Texas,11419,107940,6331649,1.7,4/1/1989
4/22/1989,4/15/1989,04000US48,Texas,12403,110447,6332649,1.74,4/1/1989
4/15/1989,4/8/1989,04000US48,Texas,13066,107649,6332649,1.7,4/1/1989
4/8/1989,4/1/1989,04000US48,Texas,13145,109416,6332649,1.73,4/1/1989
4/1/1989,3/25/1989,04000US48,Texas,10630,120566,6332649,1.9,4/1/1989
3/25/1989,3/18/1989,04000US48,Texas,11966,116087,6285338,1.85,3/1/1989
3/18/1989,3/11/1989,04000US48,Texas,12927,126217,6285338,2.01,3/1/1989
3/11/1989,3/4/1989,04000US48,Texas,13393,120143,6285338,1.91,3/1/1989
3/4/1989,2/25/1989,04000US48,Texas,13996,131494,6285338,2.09,3/1/1989
2/25/1989,2/18/1989,04000US48,Texas,12255,121387,6285338,1.93,2/1/1989
2/18/1989,2/11/1989,04000US48,Texas,15130,129549,6285338,2.06,2/1/1989
2/11/1989,2/4/1989,04000US48,Texas,14069,121526,6285338,1.93,2/1/1989
2/4/1989,1/28/1989,04000US48,Texas,15416,123908,6285338,1.97,2/1/1989
1/28/1989,1/21/1989,04000US48,Texas,16287,126888,6285338,2.02,1/1/1989
1/21/1989,1/14/1989,04000US48,Texas,16064,120844,6285330,1.92,1/1/1989
1/14/1989,1/7/1989,04000US48,Texas,19089,122993,6285338,1.96,1/1/1989
1/7/1989,12/31/1988,04000US48,Texas,15112,119114,6285338,1.9,1/1/1989
12/31/1988,12/24/1988,04000US48,Texas,10713,105281,6285338,1.68,12/1/1988
12/24/1988,12/17/1988,04000US48,Texas,16871,110992,6240574,1.78,12/1/1988
12/17/1988,12/10/1988,04000US48,Texas,14087,116529,6240574,1.87,12/1/1988
12/10/1988,12/3/1988,04000US48,Texas,16072,108040,6240574,1.73,12/1/1988
12/3/1988,11/26/1988,04000US48,Texas,16868,132614,6240574,2.13,12/1/1988
11/26/1988,11/19/1988,04000US48,Texas,10798,82675,6240574,1.32,11/1/1988
11/19/1988,11/12/1988,04000US48,Texas,17058,115024,6240574,1.84,11/1/1988
11/12/1988,11/5/1988,04000US48,Texas,12777,93699,6240574,1.5,11/1/1988
11/5/1988,10/29/1988,04000US48,Texas,14867,102461,6240574,1.64,11/1/1988
10/29/1988,10/22/1988,04000US48,Texas,14175,102095,6240574,1.64,10/1/1988
10/22/1988,10/15/1988,04000US48,Texas,14405,104124,6240574,1.67,10/1/1988
10/15/1988,10/8/1988,04000US48,Texas,14448,97907,6240574,1.57,10/1/1988
10/8/1988,10/1/1988,04000US48,Texas,14474,97321,6240574,1.56,10/1/1988
10/1/1988,9/24/1988,04000US48,Texas,12983,104644,6240574,1.68,10/1/1988
9/24/1988,9/17/1988,04000US48,Texas,12741,100765,6216781,1.62,9/1/1988
9/17/1988,9/10/1988,04000US48,Texas,14421,107911,6216781,1.74,9/1/1988
9/10/1988,9/3/1988,04000US48,Texas,12331,94337,6216781,1.52,9/1/1988
9/3/1988,8/27/1988,04000US48,Texas,13185,103045,6216781,1.66,9/1/1988
8/27/1988,8/20/1988,04000US48,Texas,13354,100256,6216781,1.61,8/1/1988
8/20/1988,8/13/1988,04000US48,Texas,12552,105812,6216781,1.7,8/1/1988
8/13/1988,8/6/1988,04000US48,Texas,13395,102136,6216781,1.64,8/1/1988
8/6/1988,7/30/1988,04000US48,Texas,13449,103381,6216781,1.66,8/1/1988
7/30/1988,7/23/1988,04000US48,Texas,13451,104582,6216781,1.68,7/1/1988
7/23/1988,7/16/1988,04000US48,Texas,14149,105247,6216781,1.69,7/1/1988
7/16/1988,7/9/1988,04000US48,Texas,15980,108415,6216781,1.74,7/1/1988
7/9/1988,7/2/1988,04000US48,Texas,12789,92325,6216781,1.49,7/1/1988
7/2/1988,6/25/1988,04000US48,Texas,13821,102105,6216781,1.64,7/1/1988
6/25/1988,6/18/1988,04000US48,Texas,12483,101822,6191651,1.64,6/1/1988
6/18/1988,6/11/1988,04000US48,Texas,12968,103264,6191651,1.67,6/1/1988
6/11/1988,6/4/1988,04000US48,Texas,13816,107471,6191651,1.74,6/1/1988
6/4/1988,5/28/1988,04000US48,Texas,10512,98544,6191651,1.59,6/1/1988
5/28/1988,5/21/1988,04000US48,Texas,13382,103530,6191651,1.67,5/1/1988
5/21/1988,5/14/1988,04000US48,Texas,12826,109213,6191651,1.76,5/1/1988
5/14/1988,5/7/1988,04000US48,Texas,12832,106526,6191651,1.72,5/1/1988
5/7/1988,4/30/1988,04000US48,Texas,13535,110989,6191651,1.79,5/1/1988
4/30/1988,4/23/1988,04000US48,Texas,12471,112950,6191651,1.82,4/1/1988
4/23/1988,4/16/1988,04000US48,Texas,13066,117447,6191651,1.9,4/1/1988
4/16/1988,4/9/1988,04000US48,Texas,13644,116345,6191651,1.88,4/1/1988
4/9/1988,4/2/1988,04000US48,Texas,14437,117612,6191651,1.9,4/1/1988
4/2/1988,3/26/1988,04000US48,Texas,11977,125088,6191651,2.02,4/1/1988
3/26/1988,3/19/1988,04000US48,Texas,13407,123734,6194144,2,3/1/1988
3/19/1988,3/12/1988,04000US48,Texas,14355,129870,6194144,2.1,3/1/1988
3/12/1988,3/5/1988,04000US48,Texas,15755,128300,6194144,2.07,3/1/1988
3/5/1988,2/27/1988,04000US48,Texas,14801,130716,6194144,2.11,3/1/1988
2/27/1988,2/20/1988,04000US48,Texas,16830,139412,6194144,2.25,2/1/1988
2/20/1988,2/13/1988,04000US48,Texas,13486,129390,6194144,2.09,2/1/1988
2/13/1988,2/6/1988,04000US48,Texas,16818,128924,6194144,2.08,2/1/1988
1/30/1988,1/23/1988,04000US48,Texas,17233,132767,6194144,2.14,1/1/1988
1/23/1988,1/16/1988,04000US48,Texas,18791,132949,6194144,2.15,1/1/1988
1/16/1988,1/9/1988,04000US48,Texas,20619,136283,6194144,2.2,1/1/1988
1/9/1988,1/2/1988,04000US48,Texas,18091,138788,6194144,2.24,1/1/1988
1/2/1988,12/26/1987,04000US48,Texas,15434,134292,6194144,2.17,1/1/1988
12/26/1987,12/19/1987,04000US48,Texas,12411,89511,6224010,1.44,12/1/1987
12/19/1987,12/12/1987,04000US48,Texas,15226,123099,6224010,1.98,12/1/1987
12/12/1987,12/5/1987,04000US48,Texas,16945,124984,6224010,2.01,12/1/1987
12/5/1987,11/28/1987,04000US48,Texas,17941,155117,6224010,2.49,12/1/1987
11/28/1987,11/21/1987,04000US48,Texas,11566,84096,6224010,1.35,11/1/1987
11/21/1987,11/14/1987,04000US48,Texas,18982,124182,6224010,2,11/1/1987
11/14/1987,11/7/1987,04000US48,Texas,13748,107372,6224010,1.73,11/1/1987
11/7/1987,10/31/1987,04000US48,Texas,15335,111526,6224010,1.79,11/1/1987
10/31/1987,10/24/1987,04000US48,Texas,15412,117806,6224010,1.89,10/1/1987
10/24/1987,10/17/1987,04000US48,Texas,14782,114105,6224010,1.83,10/1/1987
10/17/1987,10/10/1987,04000US48,Texas,14921,115763,6224010,1.86,10/1/1987
10/10/1987,10/3/1987,04000US48,Texas,19150,128100,6224010,2.06,10/1/1987
10/3/1987,9/26/1987,04000US48,Texas,14782,114105,6224010,1.83,10/1/1987
9/26/1987,9/19/1987,04000US48,Texas,14211,113681,6199715,1.83,9/1/1987
9/19/1987,9/12/1987,04000US48,Texas,14945,123735,6199715,2,9/1/1987
9/12/1987,9/5/1987,04000US48,Texas,11555,111261,6199715,1.79,9/1/1987
9/5/1987,8/29/1987,04000US48,Texas,14238,121467,6199715,1.96,9/1/1987
8/29/1987,8/22/1987,04000US48,Texas,13456,128104,6199715,2.07,8/1/1987
8/22/1987,8/15/1987,04000US48,Texas,14932,129563,6199715,2.09,8/1/1987
8/15/1987,8/8/1987,04000US48,Texas,14350,129603,6199715,2.09,8/1/1987
8/8/1987,8/1/1987,04000US48,Texas,15043,133086,6199715,2.15,8/1/1987
8/1/1987,7/25/1987,04000US48,Texas,13795,136778,6199715,2.21,8/1/1987
7/25/1987,7/18/1987,04000US48,Texas,14917,138907,6199715,2.24,7/1/1987
7/18/1987,7/11/1987,04000US48,Texas,15035,143854,6199715,2.32,7/1/1987
7/11/1987,7/4/1987,04000US48,Texas,16240,140463,6199715,2.27,7/1/1987
7/4/1987,6/27/1987,04000US48,Texas,17071,148764,6199715,2.4,7/1/1987
6/27/1987,6/20/1987,04000US48,Texas,14460,138295,6336865,2.18,6/1/1987
6/20/1987,6/13/1987,04000US48,Texas,15665,144062,6336865,2.27,6/1/1987
6/13/1987,6/6/1987,04000US48,Texas,16546,146765,6336865,2.32,6/1/1987
6/6/1987,5/30/1987,04000US48,Texas,17079,149522,6336865,2.36,6/1/1987
5/30/1987,5/23/1987,04000US48,Texas,12980,146440,6336865,2.31,5/1/1987
5/23/1987,5/16/1987,04000US48,Texas,16423,148403,6336865,2.34,5/1/1987
5/16/1987,5/9/1987,04000US48,Texas,16881,156664,6336865,2.47,5/1/1987
5/9/1987,5/2/1987,04000US48,Texas,16013,148242,6336865,2.34,5/1/1987
5/2/1987,4/25/1987,04000US48,Texas,18319,158641,6336865,2.5,5/1/1987
4/25/1987,4/18/1987,04000US48,Texas,14790,159410,6336865,2.52,4/1/1987
4/18/1987,4/11/1987,04000US48,Texas,16211,166249,6336865,2.62,4/1/1987
4/11/1987,4/4/1987,04000US48,Texas,17607,161418,6336865,2.55,4/1/1987
4/4/1987,3/28/1987,04000US48,Texas,17786,175566,6336865,2.77,4/1/1987
3/28/1987,3/21/1987,04000US48,Texas,16604,171828,6386117,2.69,3/1/1987
3/21/1987,3/14/1987,04000US48,Texas,18973,181709,6386117,2.85,3/1/1987
3/14/1987,3/7/1987,04000US48,Texas,18433,181921,6386117,2.85,3/1/1987
3/7/1987,2/28/1987,04000US48,Texas,19841,182080,6386117,2.85,3/1/1987
2/28/1987,2/21/1987,04000US48,Texas,21032,186456,6386117,2.92,2/1/1987
2/21/1987,2/14/1987,04000US48,Texas,16532,182340,6386117,2.86,2/1/1987
2/14/1987,2/7/1987,04000US48,Texas,20251,181189,6386117,2.84,2/1/1987
2/7/1987,1/31/1987,04000US48,Texas,22219,191438,6386117,3,2/1/1987
1/31/1987,1/24/1987,04000US48,Texas,20918,189337,6386117,2.96,1/1/1987
1/24/1987,1/17/1987,04000US48,Texas,22378,195585,6386117,3.06,1/1/1987
1/17/1987,1/10/1987,04000US48,Texas,24948,188571,6386117,2.95,1/1/1987
1/10/1987,1/3/1987,04000US48,Texas,27361,226361,6386117,3.54,1/1/1987
1/3/1987,12/27/1986,04000US48,Texas,14289,186591,6386117,2.92,1/1/1987
